form_name,form_subtype,office_code,publication_date,form_note_en,form_note_es,range_upper,range_upper_unit,range_lower,range_lower_unit,service_request_date,subtype_info_en,subtype_info_es
I-485,131A,LVG,"March 23, 2023",NA,NA,25.5,Months,21.5,Months,"February 23, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LAW,"March 23, 2023",NA,NA,28.5,Months,22.5,Months,"November 17, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LNY,"March 23, 2023",NA,NA,24.5,Months,17.5,Months,"March 14, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LOS,"March 23, 2023",NA,NA,25.5,Months,20,Months,"February 17, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LAC,"March 23, 2023",NA,NA,24,Months,18,Months,"April 11, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,LOU,"March 23, 2023",NA,NA,24,Months,17,Months,"March 30, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MAN,"March 23, 2023",NA,NA,24,Months,21,Months,"April 01, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MEM,"March 23, 2023",NA,NA,24.5,Months,18.5,Months,"March 13, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MIA,"March 23, 2023",NA,NA,35.5,Months,23.5,Months,"April 23, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MIL,"March 23, 2023",NA,NA,24,Months,18.5,Months,"April 05, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SPM,"March 23, 2023",NA,NA,25,Months,22.5,Months,"March 08, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MGA,"March 23, 2023",NA,NA,24.5,Months,19,Months,"March 18, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,MTL,"March 23, 2023",NA,NA,25,Months,20.5,Months,"March 07, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NTN,"March 23, 2023",NA,NA,25,Months,18.5,Months,"March 08, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NEW,"March 23, 2023",NA,NA,28,Months,22.5,Months,"December 04, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NOL,"March 23, 2023",NA,NA,33.5,Months,23.5,Months,"June 23, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NYC,"March 23, 2023",NA,NA,25.5,Months,18.5,Months,"February 17, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,NOR,"March 23, 2023",NA,NA,39.5,Months,26,Months,"December 21, 2019",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,OKL,"March 23, 2023",NA,NA,30.5,Months,23,Months,"September 16, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,OKC,"March 23, 2023",NA,NA,25,Months,18.5,Months,"March 10, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,OMA,"March 23, 2023",NA,NA,30,Months,24,Months,"October 01, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,ORL,"March 23, 2023",NA,NA,33,Months,23,Months,"July 09, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PHI,"March 23, 2023",NA,NA,24.5,Months,18,Months,"March 27, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PHO,"March 23, 2023",NA,NA,24.5,Months,22.5,Months,"March 25, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PIT,"March 23, 2023",NA,NA,27.5,Months,22,Months,"December 19, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,POM,"March 23, 2023",NA,NA,27,Months,25.5,Months,"December 27, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,POO,"March 23, 2023",NA,NA,27.5,Months,21,Months,"December 25, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PRO,"March 23, 2023",NA,NA,25,Months,17,Months,"March 01, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,QNS,"March 23, 2023",NA,NA,25,Months,19,Months,"March 09, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,RAL,"March 23, 2023",NA,NA,35.5,Months,25,Months,"April 23, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,REN,"March 23, 2023",NA,NA,23.5,Months,19.5,Months,"April 25, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SAC,"March 23, 2023",NA,NA,26,Months,16,Months,"February 08, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,STL,"March 23, 2023",NA,NA,24.5,Months,18,Months,"March 16, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SLC,"March 23, 2023",NA,NA,24.5,Months,19,Months,"March 15, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SNA,"March 23, 2023",NA,NA,35,Months,24.5,Months,"May 11, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SBD,"March 23, 2023",NA,NA,23,Months,19.5,Months,"May 10, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SND,"March 23, 2023",NA,NA,22.5,Months,18,Months,"May 21, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SFV,"March 23, 2023",NA,NA,25.5,Months,21,Months,"February 20, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SFR,"March 23, 2023",NA,NA,24.5,Months,14.5,Months,"March 16, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SNJ,"March 23, 2023",NA,NA,26.5,Months,19.5,Months,"January 13, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SAJ,"March 23, 2023",NA,NA,25.5,Months,19.5,Months,"February 16, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SAA,"March 23, 2023",NA,NA,23,Months,18.5,Months,"May 02, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SEA,"March 23, 2023",NA,NA,27,Months,25,Months,"December 28, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SPO,"March 23, 2023",NA,NA,19,Months,15,Months,"September 10, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,TAM,"March 23, 2023",NA,NA,26,Months,19.5,Months,"February 09, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,TUC,"March 23, 2023",NA,NA,23.5,Months,22,Months,"April 20, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,WAS,"March 23, 2023",NA,NA,56,Months,34,Months,"August 07, 2018",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,WPB,"March 23, 2023",NA,NA,29.5,Months,22.5,Months,"October 15, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,WIC,"March 23, 2023",NA,NA,23.5,Months,18.5,Months,"April 13, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,YAK,"March 23, 2023",NA,NA,33,Months,19.5,Months,"July 04, 2020",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A-FAM,AGA,"March 23, 2023",NA,NA,30.5,Months,20.5,Months,"September 25, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ALB,"March 23, 2023",NA,NA,40.5,Months,23,Months,"November 19, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ABQ,"March 23, 2023",NA,NA,23.5,Months,20.5,Months,"April 26, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ANC,"March 23, 2023",NA,NA,25,Months,17,Months,"March 09, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ATL,"March 23, 2023",NA,NA,52,Months,38.5,Months,"December 11, 2018",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BAL,"March 23, 2023",NA,NA,41,Months,28,Months,"November 03, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BOI,"March 23, 2023",NA,NA,33,Months,19,Months,"June 30, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BOS,"March 23, 2023",NA,NA,35,Months,20,Months,"April 29, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BNY,"March 23, 2023",NA,NA,55,Months,39,Months,"August 31, 2018",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BUF,"March 23, 2023",NA,NA,22.5,Months,15.5,Months,"May 20, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,STA,"March 23, 2023",NA,NA,24,Months,16,Months,"March 31, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHL,"March 23, 2023",NA,NA,36.5,Months,24.5,Months,"March 21, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHA,"March 23, 2023",NA,NA,49.5,Months,22,Months,"February 25, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CLT,"March 23, 2023",NA,NA,22,Months,17.5,Months,"June 04, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHI,"March 23, 2023",NA,NA,31.5,Months,21,Months,"August 17, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHR,"March 23, 2023",NA,NA,15.5,Months,15,Months,"January 10, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CIN,"March 23, 2023",NA,NA,29.5,Months,17.5,Months,"October 26, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CLE,"March 23, 2023",NA,NA,29,Months,14.5,Months,"October 31, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CLM,"March 23, 2023",NA,NA,27.5,Months,15,Months,"December 16, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DAL,"March 23, 2023",NA,NA,32.5,Months,20,Months,"July 25, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DEN,"March 23, 2023",NA,NA,35,Months,21.5,Months,"May 04, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DSM,"March 23, 2023",NA,NA,26,Months,17,Months,"February 03, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DET,"March 23, 2023",NA,NA,17.5,Months,13.5,Months,"October 22, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ELP,"March 23, 2023",NA,NA,19,Months,17.5,Months,"September 03, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OFM,"March 23, 2023",NA,NA,38.5,Months,19,Months,"January 12, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,FSA,"March 23, 2023",NA,NA,25,Months,18.5,Months,"March 02, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,FRE,"March 23, 2023",NA,NA,20,Months,15,Months,"August 05, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,GRR,"March 23, 2023",NA,NA,24,Months,17.5,Months,"April 08, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HLG,"March 23, 2023",NA,NA,16.5,Months,15,Months,"November 19, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HAR,"March 23, 2023",NA,NA,26,Months,15.5,Months,"February 05, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HEL,"March 23, 2023",NA,NA,20.5,Months,18.5,Months,"July 23, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HIA,"March 23, 2023",NA,NA,23.5,Months,16.5,Months,"April 19, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HHW,"March 23, 2023",NA,NA,30.5,Months,19,Months,"September 16, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HOU,"March 23, 2023",NA,NA,36.5,Months,25,Months,"March 14, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,IMP,"March 23, 2023",NA,NA,16,Months,13.5,Months,"November 29, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,INP,"March 23, 2023",NA,NA,30.5,Months,18,Months,"September 22, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,JAC,"March 23, 2023",NA,NA,31,Months,20.5,Months,"August 30, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,KAN,"March 23, 2023",NA,NA,20.5,Months,16.5,Months,"July 26, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,KND,"March 23, 2023",NA,NA,28.5,Months,19,Months,"November 24, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LVG,"March 23, 2023",NA,NA,50,Months,32,Months,"February 10, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LAW,"March 23, 2023",NA,NA,21,Months,15.5,Months,"June 29, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LNY,"March 23, 2023",NA,NA,35,Months,20.5,Months,"May 09, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LOS,"March 23, 2023",NA,NA,28,Months,17,Months,"December 08, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LAC,"March 23, 2023",NA,NA,27,Months,14.5,Months,"January 10, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LOU,"March 23, 2023",NA,NA,30,Months,16.5,Months,"October 10, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MAN,"March 23, 2023",NA,NA,24.5,Months,17.5,Months,"March 22, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MEM,"March 23, 2023",NA,NA,19.5,Months,18,Months,"August 27, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MIA,"March 23, 2023",NA,NA,39,Months,25,Months,"December 30, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MIL,"March 23, 2023",NA,NA,31.5,Months,18,Months,"August 23, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SPM,"March 23, 2023",NA,NA,40,Months,32.5,Months,"December 01, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MGA,"March 23, 2023",NA,NA,37.5,Months,19.5,Months,"February 16, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MTL,"March 23, 2023",NA,NA,43.5,Months,20.5,Months,"August 24, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NTN,"March 23, 2023",NA,NA,22,Months,18,Months,"June 07, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NEW,"March 23, 2023",NA,NA,44.5,Months,28.5,Months,"July 23, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NOL,"March 23, 2023",NA,NA,34.5,Months,26,Months,"May 15, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NYC,"March 23, 2023",NA,NA,36,Months,16,Months,"April 04, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NOR,"March 23, 2023",NA,NA,31,Months,16.5,Months,"September 05, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OKL,"March 23, 2023",NA,NA,40,Months,25,Months,"December 03, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OKC,"March 23, 2023",NA,NA,20.5,Months,17.5,Months,"July 25, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OMA,"March 23, 2023",NA,NA,41,Months,31,Months,"November 08, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ORL,"March 23, 2023",NA,NA,32,Months,18,Months,"August 07, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PHI,"March 23, 2023",NA,NA,38,Months,19,Months,"February 11, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PHO,"March 23, 2023",NA,NA,18,Months,15,Months,"October 07, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PIT,"March 23, 2023",NA,NA,38,Months,18,Months,"February 05, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,POM,"March 23, 2023",NA,NA,26.5,Months,19,Months,"January 26, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,POO,"March 23, 2023",NA,NA,28.5,Months,19.5,Months,"November 14, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PRO,"March 23, 2023",NA,NA,30.5,Months,20,Months,"September 13, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,QNS,"March 23, 2023",NA,NA,46.5,Months,31,Months,"May 17, 2019",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,RAL,"March 23, 2023",NA,NA,26,Months,18,Months,"January 30, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,REN,"March 23, 2023",NA,NA,22.5,Months,17.5,Months,"May 22, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SAC,"March 23, 2023",NA,NA,35.5,Months,26.5,Months,"April 13, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,STL,"March 23, 2023",NA,NA,18,Months,12,Months,"October 04, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SLC,"March 23, 2023",NA,NA,52.5,Months,40,Months,"November 12, 2018",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SNA,"March 23, 2023",NA,NA,18,Months,16,Months,"September 28, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SBD,"March 23, 2023",NA,NA,18.5,Months,12.5,Months,"September 25, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SND,"March 23, 2023",NA,NA,21,Months,15,Months,"July 06, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SFV,"March 23, 2023",NA,NA,28,Months,15.5,Months,"December 04, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SFR,"March 23, 2023",NA,NA,36,Months,22.5,Months,"April 03, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SNJ,"March 23, 2023",NA,NA,35.5,Months,16,Months,"April 21, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SAJ,"March 23, 2023",NA,NA,29.5,Months,20,Months,"October 17, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SAA,"March 23, 2023",NA,NA,25.5,Months,15.5,Months,"February 18, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SEA,"March 23, 2023",NA,NA,32.5,Months,21,Months,"July 22, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SPO,"March 23, 2023",NA,NA,38,Months,29,Months,"February 07, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,TAM,"March 23, 2023",NA,NA,25.5,Months,16,Months,"February 16, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,TUC,"March 23, 2023",NA,NA,18.5,Months,16.5,Months,"September 23, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,WAS,"March 23, 2023",NA,NA,32,Months,17,Months,"August 10, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,WPB,"March 23, 2023",NA,NA,29.5,Months,17,Months,"October 26, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,WIC,"March 23, 2023",NA,NA,25,Months,18,Months,"March 10, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,YAK,"March 23, 2023",NA,NA,34.5,Months,22.5,Months,"May 22, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-HRIFA,NSC,"March 23, 2023",NA,NA,285,Months,256.5,Months,"July 14, 1999",All other applications,Todas las demás solicitudes
I-485,131B,NSC,"March 23, 2023",NA,NA,45,Months,39,Months,"July 13, 2019",Based on grant of asylum more than 1 year ago,Basadas en la concesión del asilo hace más de 1 año
I-485,131B,SSC,"March 23, 2023",NA,NA,51.5,Months,40,Months,"December 23, 2018",Based on grant of asylum more than 1 year ago,Basadas en la concesión del asilo hace más de 1 año
I-485,131C,NSC,"March 23, 2023",NA,NA,287.5,Months,252,Months,"May 02, 1999",Based on refugee admission more than 1 year ago,Basadas en la admisión del refugiado hace más de 1 año
I-485,131T,ESC,"March 23, 2023",NA,NA,33.5,Months,28.5,Months,"June 22, 2020",Based on an approved T Visa,Basada en una visa T aprobada
I-485,131U,NSC,"March 23, 2023",NA,NA,27,Months,21,Months,"January 08, 2021",Based on an approved U Visa,Basada en una visa U aprobada
I-485,131U,ESC,"March 23, 2023",NA,NA,28.5,Months,25,Months,"November 18, 2020",Based on an approved U Visa,Basada en una visa U aprobada
I-526,133CN,IPO,"March 23, 2023",NA,NA,86,Months,79,Months,"February 11, 2016",China - mainland born - For use by an investor who wishes to immigrate to the United States,China - nacido en el país - Para uso de un inversionista que desea inmigrar a Estados Unidos
I-526,133IN,IPO,"March 23, 2023",NA,NA,58,Months,52,Months,"June 01, 2018",India - For use by an investor who wishes to immigrate to the United States,India - Para uso de un inversionista que desea inmigrar a Estados Unidos
I-526,133ROW,IPO,"March 23, 2023",NA,NA,74,Months,61,Months,"February 08, 2017",All other areas - For use by an investor who wishes to immigrate to the United States,Todas las demás áreas - Para uso de un inversionista que desea inmigrar a Estados Unidos
I-539,139A-B,CSC,"March 23, 2023",NA,NA,21.5,Months,13,Months,"June 18, 2021",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,NSC,"March 23, 2023",NA,NA,28,Months,26.5,Months,"December 07, 2020",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,YSC,"March 23, 2023",NA,NA,25,Months,24,Months,"February 28, 2021",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,SSC,"March 23, 2023",NA,NA,32,Months,31,Months,"August 03, 2020",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,ESC,"March 23, 2023",NA,NA,17,Months,12.5,Months,"October 31, 2021",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139AC-H,CSC,"March 23, 2023",NA,NA,8,Months,6,Months,"August 03, 2022",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139AC-H,NSC,"March 23, 2023",NA,NA,6.5,Months,4.5,Months,"September 12, 2022",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139AC-H,SSC,"March 23, 2023",NA,NA,5.5,Months,4.5,Months,"October 18, 2022",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139AC-H,ESC,"March 23, 2023",NA,NA,5,Months,3.5,Months,"October 27, 2022",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139A-FMJ,CSC,"March 23, 2023",NA,NA,15.5,Months,9,Months,"December 19, 2021",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,NSC,"March 23, 2023",NA,NA,18,Months,15.5,Months,"September 28, 2021",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,YSC,"March 23, 2023",NA,NA,17,Months,10,Months,"November 10, 2021",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,SSC,"March 23, 2023",NA,NA,19.5,Months,12,Months,"August 15, 2021",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,ESC,"March 23, 2023",NA,NA,11,Months,6.5,Months,"May 12, 2022",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-H,CSC,"March 23, 2023",NA,NA,7,Months,5,Months,"August 31, 2022",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-H,NSC,"March 23, 2023",NA,NA,7.5,Months,6,Months,"August 22, 2022",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-H,SSC,"March 23, 2023",NA,NA,7,Months,5.5,Months,"September 08, 2022",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-H,ESC,"March 23, 2023",NA,NA,6.5,Months,4.5,Months,"September 23, 2022",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-L,CSC,"March 23, 2023",NA,NA,12,Months,7.5,Months,"April 04, 2022",Change of status to L dependent,Cambio de estatus al de dependiente L
