form_name,form_subtype,office_code,publication_date,form_note_en,form_note_es,range_upper,range_upper_unit,range_lower,range_lower_unit,service_request_date,subtype_info_en,subtype_info_es
I-485,131A,ORL,"October 18, 2024",NA,NA,66,Months,36.5,Months,"May 10, 2019",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PHI,"October 18, 2024",NA,NA,22,Months,9.5,Months,"January 09, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PHO,"October 18, 2024",NA,NA,37.5,Months,27.5,Months,"September 18, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PIT,"October 18, 2024",NA,NA,23,Months,11.5,Months,"December 14, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,POM,"October 18, 2024",NA,NA,26,Months,9.5,Months,"September 04, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,POO,"October 18, 2024",NA,NA,14,Months,9,Months,"September 14, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,PRO,"October 18, 2024",NA,NA,12.5,Months,8.5,Months,"October 24, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,QNS,"October 18, 2024",NA,NA,14.5,Months,8.5,Months,"August 19, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,RAL,"October 18, 2024",NA,NA,41.5,Months,31,Months,"May 21, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,REN,"October 18, 2024",NA,NA,32.5,Months,13.5,Months,"February 24, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SAC,"October 18, 2024",NA,NA,16.5,Months,10,Months,"June 26, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,STL,"October 18, 2024",NA,NA,36,Months,23,Months,"November 14, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SLC,"October 18, 2024",NA,NA,41,Months,31.5,Months,"June 10, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SNA,"October 18, 2024",NA,NA,46,Months,32,Months,"January 13, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SBD,"October 18, 2024",NA,NA,15.5,Months,10,Months,"July 26, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SND,"October 18, 2024",NA,NA,31,Months,12.5,Months,"April 04, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SFV,"October 18, 2024",NA,NA,15,Months,8,Months,"August 07, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SFR,"October 18, 2024",NA,NA,21.5,Months,11,Months,"January 29, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SNJ,"October 18, 2024",NA,NA,17.5,Months,9.5,Months,"May 24, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SAJ,"October 18, 2024",NA,NA,34.5,Months,7.5,Months,"December 25, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SAA,"October 18, 2024",NA,NA,16,Months,9.5,Months,"July 13, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SEA,"October 18, 2024",NA,NA,15,Months,9.5,Months,"August 06, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,SPO,"October 18, 2024",NA,NA,15.5,Months,8.5,Months,"July 26, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,TAM,"October 18, 2024",NA,NA,43.5,Months,25.5,Months,"March 25, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,TUC,"October 18, 2024",NA,NA,30,Months,17,Months,"May 07, 2022",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,WAS,"October 18, 2024",NA,NA,65.5,Months,44,Months,"May 23, 2019",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,WPB,"October 18, 2024",NA,NA,44,Months,36,Months,"March 03, 2021",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,WIC,"October 18, 2024",NA,NA,20.5,Months,20,Months,"March 11, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A,YAK,"October 18, 2024",NA,NA,21,Months,10,Months,"February 02, 2023",Employment-Based adjustment applications,Solicitudes de Modificación Migratoria Basadas en el Empleo
I-485,131A-FAM,AGA,"October 18, 2024",NA,NA,21,Months,13.5,Months,"February 10, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ALB,"October 18, 2024",NA,NA,24.5,Months,16,Months,"October 27, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ABQ,"October 18, 2024",NA,NA,19,Months,13.5,Months,"April 05, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ANC,"October 18, 2024",NA,NA,20,Months,16,Months,"March 06, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ATL,"October 18, 2024",NA,NA,36.5,Months,25.5,Months,"October 21, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BAL,"October 18, 2024",NA,NA,48,Months,34.5,Months,"November 11, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BOI,"October 18, 2024",NA,NA,18,Months,12,Months,"May 13, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BOS,"October 18, 2024",NA,NA,22,Months,15,Months,"January 01, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BNY,"October 18, 2024",NA,NA,31.5,Months,16.5,Months,"March 22, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,BUF,"October 18, 2024",NA,NA,17.5,Months,13.5,Months,"May 17, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,STA,"October 18, 2024",NA,NA,15,Months,10,Months,"August 03, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHL,"October 18, 2024",NA,NA,34.5,Months,28,Months,"December 23, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHA,"October 18, 2024",NA,NA,25,Months,15.5,Months,"October 02, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CLT,"October 18, 2024",NA,NA,32.5,Months,20,Months,"February 26, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHI,"October 18, 2024",NA,NA,37.5,Months,22,Months,"September 17, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CHR,"October 18, 2024",NA,NA,5.5,Months,5,Months,"June 08, 2024",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CIN,"October 18, 2024",NA,NA,24,Months,18.5,Months,"November 09, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CLE,"October 18, 2024",NA,NA,20.5,Months,15.5,Months,"February 16, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,CLM,"October 18, 2024",NA,NA,16.5,Months,13,Months,"June 23, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NJC,"October 18, 2024",NA,NA,25.5,Months,16,Months,"September 16, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DAL,"October 18, 2024",NA,NA,31.5,Months,15.5,Months,"March 20, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DEN,"October 18, 2024",NA,NA,26.5,Months,17.5,Months,"August 26, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DSM,"October 18, 2024",NA,NA,26,Months,20,Months,"September 02, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,DET,"October 18, 2024",NA,NA,17,Months,12,Months,"June 05, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ELP,"October 18, 2024",NA,NA,15,Months,9,Months,"August 01, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OFM,"October 18, 2024",NA,NA,33.5,Months,25,Months,"January 29, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,FSA,"October 18, 2024",NA,NA,17,Months,12.5,Months,"June 12, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,FRE,"October 18, 2024",NA,NA,23,Months,16,Months,"December 12, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,GRR,"October 18, 2024",NA,NA,23,Months,15.5,Months,"December 13, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HLG,"October 18, 2024",NA,NA,21.5,Months,14,Months,"January 22, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HAR,"October 18, 2024",NA,NA,25.5,Months,15,Months,"September 20, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HEL,"October 18, 2024",NA,NA,25.5,Months,18.5,Months,"September 18, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HIA,"October 18, 2024",NA,NA,21,Months,14,Months,"February 03, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HHW,"October 18, 2024",NA,NA,22,Months,14.5,Months,"January 10, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,HOU,"October 18, 2024",NA,NA,31.5,Months,23,Months,"March 27, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,IMP,"October 18, 2024",NA,NA,20,Months,16,Months,"March 15, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,INP,"October 18, 2024",NA,NA,24,Months,16,Months,"November 05, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,JAC,"October 18, 2024",NA,NA,37.5,Months,23,Months,"September 26, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,KAN,"October 18, 2024",NA,NA,28.5,Months,18.5,Months,"June 22, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,KND,"October 18, 2024",NA,NA,24,Months,16,Months,"November 06, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LVG,"October 18, 2024",NA,NA,27.5,Months,17,Months,"July 21, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LAW,"October 18, 2024",NA,NA,23.5,Months,15,Months,"November 28, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LNY,"October 18, 2024",NA,NA,20,Months,12.5,Months,"March 05, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LOS,"October 18, 2024",NA,NA,21,Months,13,Months,"February 11, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LAC,"October 18, 2024",NA,NA,19,Months,13.5,Months,"April 10, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,LOU,"October 18, 2024",NA,NA,23,Months,16.5,Months,"December 01, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MAN,"October 18, 2024",NA,NA,19.5,Months,16.5,Months,"March 19, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MEM,"October 18, 2024",NA,NA,14.5,Months,10,Months,"August 27, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MIA,"October 18, 2024",NA,NA,49,Months,26,Months,"October 07, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MIL,"October 18, 2024",NA,NA,29.5,Months,18,Months,"May 23, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SPM,"October 18, 2024",NA,NA,31,Months,16,Months,"April 11, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MGA,"October 18, 2024",NA,NA,22,Months,11.5,Months,"January 10, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,MTL,"October 18, 2024",NA,NA,28,Months,18.5,Months,"July 11, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NTN,"October 18, 2024",NA,NA,33.5,Months,22.5,Months,"January 27, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NEW,"October 18, 2024",NA,NA,31,Months,17.5,Months,"April 07, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NOL,"October 18, 2024",NA,NA,50.5,Months,35,Months,"August 19, 2020",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NYC,"October 18, 2024",NA,NA,23.5,Months,13.5,Months,"November 22, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,NOR,"October 18, 2024",NA,NA,44.5,Months,31.5,Months,"February 18, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OKL,"October 18, 2024",NA,NA,36.5,Months,24.5,Months,"October 28, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OKC,"October 18, 2024",NA,NA,21.5,Months,15,Months,"January 18, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,OMA,"October 18, 2024",NA,NA,19.5,Months,12.5,Months,"March 30, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,ORL,"October 18, 2024",NA,NA,28.5,Months,18,Months,"June 24, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PHI,"October 18, 2024",NA,NA,20,Months,14,Months,"March 14, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PHO,"October 18, 2024",NA,NA,22.5,Months,13.5,Months,"December 20, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PIT,"October 18, 2024",NA,NA,19.5,Months,14.5,Months,"March 21, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,POM,"October 18, 2024",NA,NA,21,Months,19,Months,"January 31, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,POO,"October 18, 2024",NA,NA,24.5,Months,15,Months,"October 27, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,PRO,"October 18, 2024",NA,NA,20.5,Months,13,Months,"February 20, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,QNS,"October 18, 2024",NA,NA,25.5,Months,15,Months,"September 18, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,RAL,"October 18, 2024",NA,NA,33,Months,22.5,Months,"February 06, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,REN,"October 18, 2024",NA,NA,22.5,Months,16,Months,"December 17, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SAC,"October 18, 2024",NA,NA,24,Months,16,Months,"November 04, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,STL,"October 18, 2024",NA,NA,17.5,Months,11.5,Months,"May 31, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SLC,"October 18, 2024",NA,NA,35,Months,30,Months,"December 06, 2021",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SNA,"October 18, 2024",NA,NA,24.5,Months,16,Months,"October 21, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SBD,"October 18, 2024",NA,NA,17.5,Months,12,Months,"May 19, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SND,"October 18, 2024",NA,NA,30.5,Months,17,Months,"April 26, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SFV,"October 18, 2024",NA,NA,19.5,Months,12,Months,"March 31, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SFR,"October 18, 2024",NA,NA,28,Months,15.5,Months,"July 10, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SNJ,"October 18, 2024",NA,NA,19.5,Months,13,Months,"March 27, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SAJ,"October 18, 2024",NA,NA,31,Months,21.5,Months,"April 13, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SAA,"October 18, 2024",NA,NA,17.5,Months,12.5,Months,"May 23, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SEA,"October 18, 2024",NA,NA,28,Months,14.5,Months,"July 04, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,SPO,"October 18, 2024",NA,NA,19,Months,16,Months,"April 10, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,TAM,"October 18, 2024",NA,NA,21.5,Months,16,Months,"January 24, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,TUC,"October 18, 2024",NA,NA,16,Months,12,Months,"July 12, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,WAS,"October 18, 2024",NA,NA,30.5,Months,22.5,Months,"April 18, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,WPB,"October 18, 2024",NA,NA,28,Months,17,Months,"July 13, 2022",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,WIC,"October 18, 2024",NA,NA,21,Months,15,Months,"February 01, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-FAM,YAK,"October 18, 2024",NA,NA,19,Months,11.5,Months,"April 12, 2023",Family-Based adjustment applications,Ajuste de estatus basado en la familia
I-485,131A-HRIFA,NSC,"October 18, 2024",NA,NA,63,Months,39.5,Months,"August 10, 2019",All other applications,Todas las demás solicitudes
I-485,131B,FOD,"October 18, 2024",NA,NA,33,Months,16,Months,"February 03, 2022",Based on grant of asylum more than 1 year ago,Basadas en la concesión del asilo hace más de 1 año
I-485,131C,FOD,"October 18, 2024",NA,NA,24.5,Months,16,Months,"October 24, 2022",Based on refugee admission more than 1 year ago,Basadas en la admisión del refugiado hace más de 1 año
I-485,131T,ESC,"October 18, 2024",NA,NA,42.5,Months,36.5,Months,"May 01, 2021",Based on an approved T Visa,Basada en una visa T aprobada
I-485,131U,NSC,"October 18, 2024",NA,NA,17.5,Months,14,Months,"May 23, 2023",Based on an approved U Visa,Basada en una visa U aprobada
I-485,131U,ESC,"October 18, 2024",NA,NA,38.5,Months,30,Months,"August 16, 2021",Based on an approved U Visa,Basada en una visa U aprobada
I-526,133CN,IPO,"October 18, 2024",NA,NA,96,Months,91.5,Months,"November 12, 2016",China - mainland born - For use by an investor who wishes to immigrate to the United States,China - nacido en el país - Para uso de un inversionista que desea inmigrar a Estados Unidos
I-526,133ROW,IPO,"October 18, 2024",NA,NA,65,Months,57,Months,"June 13, 2019",All other areas - For use by an investor who wishes to immigrate to the United States,Todas las demás áreas - Para uso de un inversionista que desea inmigrar a Estados Unidos
I-539,139A-B,CSC,"October 18, 2024",NA,NA,5,Months,3,Months,"June 05, 2024",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,NSC,"October 18, 2024",NA,NA,5,Months,3,Months,"June 08, 2024",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,YSC,"October 18, 2024",NA,NA,4.5,Months,3.5,Months,"June 17, 2024",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,SSC,"October 18, 2024",NA,NA,5,Months,4.5,Months,"June 11, 2024",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139A-B,ESC,"October 18, 2024",NA,NA,6.5,Months,5.5,Months,"April 20, 2024",Change of status to B nonimmigrant,Cambio de estatus al de no inmigrante B
I-539,139AC-H,CSC,"October 18, 2024",NA,NA,4.5,Months,4,Months,"June 20, 2024",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139AC-H,NSC,"October 18, 2024",NA,NA,6,Months,2.5,Months,"May 10, 2024",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139AC-H,SSC,"October 18, 2024",NA,NA,7,Months,3.5,Months,"April 13, 2024",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139AC-H,ESC,"October 18, 2024",NA,NA,7.5,Months,7,Months,"March 16, 2024",Change of status to H4 dependent with I-765,Cambio de estatus al de dependiente H-4 con I-765
I-539,139A-FMJ,CSC,"October 18, 2024",NA,NA,4,Months,3,Months,"July 13, 2024",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,NSC,"October 18, 2024",NA,NA,7.5,Months,4,Months,"March 31, 2024",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,YSC,"October 18, 2024",NA,NA,5,Months,4.5,Months,"June 01, 2024",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,SSC,"October 18, 2024",NA,NA,5,Months,4.5,Months,"June 02, 2024",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-FMJ,ESC,"October 18, 2024",NA,NA,7.5,Months,7,Months,"March 18, 2024",Change of status to F or M student or J exchange visitor category,Cambio de estatus al de estudiante F o M o al de categoría de visitante de intercambio J
I-539,139A-H,CSC,"October 18, 2024",NA,NA,5,Months,4,Months,"June 09, 2024",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-H,NSC,"October 18, 2024",NA,NA,6.5,Months,3,Months,"April 29, 2024",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-H,SSC,"October 18, 2024",NA,NA,7.5,Months,5.5,Months,"March 18, 2024",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-H,ESC,"October 18, 2024",NA,NA,8,Months,7.5,Months,"March 04, 2024",Change of status to H4 dependents,Cambio de estatus al de dependiente H-4
I-539,139A-L,CSC,"October 18, 2024",NA,NA,9.5,Months,5.5,Months,"January 18, 2024",Change of status to L dependent,Cambio de estatus al de dependiente L
I-539,139A-L,SSC,"October 18, 2024",NA,NA,7.5,Months,6,Months,"March 19, 2024",Change of status to L dependent,Cambio de estatus al de dependiente L
I-539,139A-OTH,CSC,"October 18, 2024",NA,NA,8,Months,5,Months,"March 01, 2024",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,NBC,"October 18, 2024",NA,NA,2.5,Months,1,Week,"August 16, 2024",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,NSC,"October 18, 2024",NA,NA,8,Months,5.5,Months,"March 09, 2024",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,YSC,"October 18, 2024",NA,NA,7.5,Months,6.5,Months,"March 17, 2024",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139A-OTH,ESC,"October 18, 2024",NA,NA,7.5,Months,6.5,Months,"March 18, 2024",All other change of status applications,Todas las demás solicitudes de cambio de estatus
I-539,139B-B,CSC,"October 18, 2024",NA,NA,4,Months,3,Months,"July 03, 2024",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,NSC,"October 18, 2024",NA,NA,7.5,Months,4,Months,"March 19, 2024",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,YSC,"October 18, 2024",NA,NA,5,Months,3.5,Months,"June 11, 2024",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,SSC,"October 18, 2024",NA,NA,4.5,Months,4,Months,"June 16, 2024",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139B-B,ESC,"October 18, 2024",NA,NA,6.5,Months,5.5,Months,"April 23, 2024",Extension of stay for B nonimmigrant,Extensión de estadía para no inmigrante B
I-539,139BC-H,CSC,"October 18, 2024",NA,NA,4,Months,3,Months,"July 06, 2024",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139BC-H,NSC,"October 18, 2024",NA,NA,3.5,Months,1.5,Months,"July 24, 2024",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139BC-H,SSC,"October 18, 2024",NA,NA,3,Months,2,Months,"August 04, 2024",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139BC-H,ESC,"October 18, 2024",NA,NA,5.5,Months,3.5,Months,"May 23, 2024",Extension of stay for H4 dependents with I-765,Extensión de estadía para dependientes H-4 con I-765
I-539,139B-FMJ,CSC,"October 18, 2024",NA,NA,3,Months,2,Months,"August 07, 2024",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,NSC,"October 18, 2024",NA,NA,5.5,Months,3,Months,"May 21, 2024",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,YSC,"October 18, 2024",NA,NA,5,Months,3.5,Months,"June 13, 2024",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,SSC,"October 18, 2024",NA,NA,5,Months,4,Months,"June 11, 2024",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-FMJ,ESC,"October 18, 2024",NA,NA,6.5,Months,5,Months,"April 24, 2024",Extension of stay for F or M students and J exchange visitor category,Extensión de estadía para estudiantes F o M y para visitantes de intercambio J
I-539,139B-H,CSC,"October 18, 2024",NA,NA,5,Months,4,Months,"June 11, 2024",Extension of stay for H4 dependents,Extensión de estadía para dependientes H-4
I-539,139B-H,NSC,"October 18, 2024",NA,NA,5.5,Months,2.5,Months,"May 28, 2024",Extension of stay for H4 dependents,Extensión de estadía para dependientes H-4
